"Time differences (ps)"	"Counts per bin"
99500	469
99600	429
99700	481
99800	438
99900	450
100000	446
100100	456
100200	454
100300	428
100400	471
100500	431
100600	434
100700	438
100800	449
100900	437
101000	463
101100	462
101200	440
101300	440
101400	457
101500	458
101600	446
101700	447
101800	458
101900	469
102000	397
102100	426
102200	394
102300	469
102400	415
102500	478
102600	444
102700	429
102800	449
102900	456
103000	462
103100	439
103200	438
103300	466
103400	425
103500	424
103600	419
103700	436
103800	424
103900	427
104000	433
104100	446
104200	413
104300	435
104400	433
104500	463
104600	455
104700	467
104800	449
104900	453
105000	451
105100	485
105200	436
105300	435
105400	399
105500	462
105600	481
105700	473
105800	465
105900	441
106000	447
106100	467
106200	482
106300	429
106400	482
106500	493
106600	438
106700	462
106800	435
106900	433
107000	434
107100	425
107200	399
107300	411
107400	475
107500	487
107600	456
107700	434
107800	428
107900	459
108000	444
108100	440
108200	427
108300	487
108400	472
108500	471
108600	421
108700	478
108800	423
108900	492
109000	458
109100	422
109200	451
109300	452
109400	452
109500	430
109600	446
109700	436
109800	439
109900	426
110000	475
110100	416
110200	410
110300	426
110400	465
110500	456
110600	448
110700	462
110800	424
110900	445
111000	441
111100	416
111200	448
111300	400
111400	425
111500	428
111600	432
111700	444
111800	479
111900	431
112000	439
112100	444
112200	435
112300	509
112400	453
112500	400
112600	469
112700	438
112800	452
112900	419
113000	480
113100	399
113200	431
113300	437
113400	460
113500	414
113600	418
113700	448
113800	442
113900	469
114000	445
114100	457
114200	442
114300	438
114400	485
114500	441
114600	448
114700	450
114800	417
114900	421
115000	447
115100	443
115200	397
115300	419
115400	446
115500	456
115600	412
115700	426
115800	458
115900	408
116000	438
116100	496
116200	456
116300	465
116400	453
116500	445
116600	445
116700	446
116800	445
116900	456
117000	451
117100	399
117200	438
117300	452
117400	461
117500	453
117600	412
117700	443
117800	478
117900	465
118000	445
118100	441
118200	443
118300	419
118400	430
118500	465
118600	460
118700	413
118800	431
118900	425
119000	439
119100	401
119200	432
119300	445
119400	449
119500	419
119600	451
119700	439
119800	446
119900	427
120000	436
120100	449
120200	446
120300	454
120400	449
120500	443
120600	461
120700	443
120800	447
120900	459
121000	435
121100	433
121200	442
121300	421
121400	419
121500	434
121600	432
121700	413
121800	414
121900	422
122000	460
122100	452
122200	426
122300	408
122400	454
122500	394
122600	420
122700	436
122800	406
122900	462
123000	431
123100	447
123200	436
123300	412
123400	407
123500	418
123600	431
123700	423
123800	441
123900	456
124000	414
124100	468
124200	442
124300	509
124400	454
124500	446
124600	394
124700	452
124800	441
124900	427
125000	412
125100	451
125200	428
125300	425
125400	461
125500	404
125600	452
125700	418
125800	422
125900	432
126000	457
126100	459
126200	445
126300	449
126400	440
126500	430
126600	422
126700	450
126800	461
126900	451
127000	414
127100	447
127200	446
127300	412
127400	438
127500	401
127600	445
127700	424
127800	442
127900	441
128000	439
128100	440
128200	422
128300	392
128400	407
128500	430
128600	427
128700	424
128800	422
128900	441
129000	400
129100	430
129200	436
129300	423
129400	437
129500	385
129600	440
129700	397
129800	426
129900	405
130000	453
130100	423
130200	455
130300	454
130400	428
130500	455
130600	410
130700	457
130800	452
130900	402
131000	459
131100	411
131200	413
131300	425
131400	421
131500	444
131600	444
131700	408
131800	426
131900	401
132000	453
132100	411
132200	433
132300	405
132400	471
132500	415
132600	419
132700	426
132800	439
132900	421
133000	417
133100	396
133200	407
133300	448
133400	385
133500	412
133600	446
133700	427
133800	433
133900	432
134000	410
134100	429
134200	439
134300	480
134400	415
134500	414
134600	437
134700	386
134800	452
134900	457
135000	451
135100	420
135200	425
135300	431
135400	480
135500	388
135600	440
135700	425
135800	439
135900	448
136000	426
136100	452
136200	439
136300	447
136400	413
136500	429
136600	426
136700	429
136800	442
136900	461
137000	429
137100	408
137200	431
137300	444
137400	441
137500	460
137600	432
137700	430
137800	424
137900	440
138000	459
138100	404
138200	411
138300	405
138400	437
138500	438
138600	401
138700	392
138800	419
138900	391
139000	407
139100	387
139200	429
139300	422
139400	420
139500	432
139600	472
139700	402
139800	405
139900	480
140000	409
140100	432
140200	392
140300	425
140400	419
140500	430
140600	440
140700	433
140800	445
140900	438
141000	417
141100	450
141200	426
141300	469
141400	439
141500	422
141600	428
141700	427
141800	421
141900	439
142000	457
142100	437
142200	458
142300	431
142400	444
142500	398
142600	467
142700	418
142800	417
142900	422
143000	427
143100	444
143200	421
143300	426
143400	382
143500	426
143600	465
143700	444
143800	395
143900	411
144000	415
144100	426
144200	406
144300	427
144400	432
144500	425
144600	411
144700	424
144800	445
144900	413
145000	436
145100	437
145200	459
145300	408
145400	433
145500	458
145600	412
145700	432
145800	426
145900	390
146000	441
146100	405
146200	417
146300	444
146400	405
146500	468
146600	411
146700	415
146800	444
146900	441
147000	433
147100	415
147200	410
147300	442
147400	408
147500	395
147600	433
147700	407
147800	441
147900	443
148000	425
148100	416
148200	402
148300	420
148400	422
148500	422
148600	433
148700	406
148800	449
148900	430
149000	442
149100	432
149200	412
149300	426
149400	414
149500	423
149600	427
149700	431
149800	418
149900	390
