"Time differences (ps)"	"Counts per bin"
-71300	490
-71200	468
-71100	477
-71000	429
-70900	483
-70800	475
-70700	472
-70600	458
-70500	426
-70400	509
-70300	443
-70200	456
-70100	476
-70000	450
-69900	456
-69800	446
-69700	450
-69600	459
-69500	440
-69400	445
-69300	452
-69200	450
-69100	476
-69000	522
-68900	477
-68800	430
-68700	486
-68600	516
-68500	465
-68400	472
-68300	461
-68200	403
-68100	474
-68000	459
-67900	467
-67800	466
-67700	501
-67600	478
-67500	436
-67400	473
-67300	461
-67200	437
-67100	458
-67000	445
-66900	457
-66800	467
-66700	458
-66600	421
-66500	480
-66400	473
-66300	483
-66200	445
-66100	496
-66000	477
-65900	510
-65800	481
-65700	431
-65600	487
-65500	445
-65400	437
-65300	445
-65200	450
-65100	449
-65000	491
-64900	483
-64800	476
-64700	476
-64600	457
-64500	485
-64400	452
-64300	460
-64200	456
-64100	513
-64000	478
-63900	430
-63800	434
-63700	482
-63600	469
-63500	496
-63400	470
-63300	437
-63200	456
-63100	460
-63000	458
-62900	503
-62800	451
-62700	492
-62600	526
-62500	432
-62400	447
-62300	486
-62200	456
-62100	515
-62000	499
-61900	471
-61800	480
-61700	493
-61600	434
-61500	475
-61400	513
-61300	471
-61200	477
-61100	487
-61000	496
-60900	480
-60800	491
-60700	474
-60600	493
-60500	472
-60400	476
-60300	448
-60200	453
-60100	495
-60000	450
-59900	471
-59800	484
-59700	446
-59600	462
-59500	433
-59400	481
-59300	467
-59200	464
-59100	475
-59000	490
-58900	506
-58800	505
-58700	480
-58600	454
-58500	462
-58400	480
-58300	445
-58200	459
-58100	476
-58000	491
-57900	499
-57800	506
-57700	470
-57600	478
-57500	529
-57400	457
-57300	473
-57200	481
-57100	497
-57000	493
-56900	451
-56800	460
-56700	470
-56600	480
-56500	438
-56400	456
-56300	520
-56200	463
-56100	461
-56000	515
-55900	434
-55800	430
-55700	495
-55600	449
-55500	475
-55400	484
-55300	464
-55200	502
-55100	487
-55000	484
-54900	489
-54800	506
-54700	466
-54600	511
-54500	442
-54400	487
-54300	445
-54200	504
-54100	515
-54000	499
-53900	510
-53800	488
-53700	495
-53600	480
-53500	460
-53400	500
-53300	537
-53200	478
-53100	494
-53000	458
-52900	451
-52800	486
-52700	482
-52600	463
-52500	515
-52400	507
-52300	456
-52200	485
-52100	438
-52000	498
-51900	464
-51800	484
-51700	487
-51600	498
-51500	516
-51400	457
-51300	484
-51200	482
-51100	457
-51000	466
-50900	511
-50800	471
-50700	494
-50600	474
-50500	555
-50400	461
-50300	502
-50200	445
-50100	459
-50000	472
-49900	445
-49800	458
-49700	533
-49600	476
-49500	466
-49400	481
-49300	480
-49200	482
-49100	470
-49000	453
-48900	502
-48800	491
-48700	482
-48600	486
-48500	466
-48400	510
-48300	483
-48200	483
-48100	492
-48000	478
-47900	447
-47800	492
-47700	471
-47600	501
-47500	507
-47400	466
-47300	473
-47200	473
-47100	497
-47000	471
-46900	465
-46800	479
-46700	508
-46600	442
-46500	451
-46400	489
-46300	471
-46200	459
-46100	518
-46000	476
-45900	501
-45800	529
-45700	463
-45600	470
-45500	526
-45400	493
-45300	491
-45200	511
-45100	497
-45000	470
-44900	507
-44800	477
-44700	497
-44600	522
-44500	474
-44400	501
-44300	455
-44200	446
-44100	469
-44000	503
-43900	463
-43800	510
-43700	509
-43600	492
-43500	500
-43400	519
-43300	491
-43200	475
-43100	497
-43000	510
-42900	500
-42800	428
-42700	476
-42600	500
-42500	470
-42400	484
-42300	462
-42200	512
-42100	475
-42000	458
-41900	513
-41800	481
-41700	490
-41600	464
-41500	460
-41400	512
-41300	501
-41200	502
-41100	463
-41000	465
-40900	505
-40800	500
-40700	506
-40600	479
-40500	529
-40400	462
-40300	496
-40200	532
-40100	510
-40000	469
-39900	495
-39800	500
-39700	469
-39600	551
-39500	504
-39400	498
-39300	468
-39200	493
-39100	517
-39000	499
-38900	508
-38800	485
-38700	465
-38600	564
-38500	479
-38400	493
-38300	493
-38200	478
-38100	523
-38000	508
-37900	481
-37800	462
-37700	487
-37600	465
-37500	518
-37400	497
-37300	511
-37200	508
-37100	533
-37000	479
-36900	493
-36800	522
-36700	469
-36600	467
-36500	507
-36400	496
-36300	475
-36200	497
-36100	484
-36000	530
-35900	460
-35800	498
-35700	471
-35600	523
-35500	486
-35400	483
-35300	509
-35200	444
-35100	453
-35000	529
-34900	508
-34800	463
-34700	511
-34600	525
-34500	508
-34400	528
-34300	492
-34200	503
-34100	514
-34000	492
-33900	473
-33800	507
-33700	489
-33600	471
-33500	504
-33400	493
-33300	506
-33200	495
-33100	516
-33000	501
-32900	481
-32800	502
-32700	485
-32600	472
-32500	516
-32400	496
-32300	532
-32200	514
-32100	461
-32000	544
-31900	500
-31800	506
-31700	509
-31600	488
-31500	560
-31400	499
-31300	474
-31200	524
-31100	502
-31000	485
-30900	485
-30800	506
-30700	475
-30600	505
-30500	495
-30400	515
-30300	495
-30200	457
-30100	496
-30000	497
-29900	487
-29800	516
-29700	494
-29600	461
-29500	505
-29400	493
-29300	529
-29200	497
-29100	503
-29000	482
-28900	507
-28800	477
-28700	488
-28600	503
-28500	471
-28400	504
-28300	520
-28200	522
-28100	466
-28000	507
-27900	451
-27800	487
-27700	474
-27600	495
-27500	528
-27400	471
-27300	511
-27200	511
-27100	533
-27000	477
-26900	487
-26800	484
-26700	525
-26600	510
-26500	474
-26400	447
-26300	532
-26200	551
-26100	506
-26000	499
-25900	488
-25800	536
-25700	488
-25600	506
-25500	494
-25400	468
-25300	495
-25200	508
-25100	473
-25000	476
-24900	492
-24800	536
-24700	520
-24600	503
-24500	465
-24400	502
-24300	493
-24200	514
-24100	506
-24000	456
-23900	513
-23800	513
-23700	509
-23600	502
-23500	479
-23400	506
-23300	540
-23200	472
-23100	537
-23000	520
-22900	524
-22800	487
-22700	504
-22600	497
-22500	501
-22400	511
-22300	534
-22200	498
-22100	527
-22000	542
-21900	500
-21800	490
-21700	552
-21600	492
-21500	468
-21400	469
-21300	534
-21200	495
-21100	485
-21000	492
-20900	514
-20800	502
-20700	532
-20600	508
-20500	506
-20400	479
-20300	474
-20200	497
-20100	477
-20000	499
-19900	506
-19800	516
-19700	495
-19600	494
-19500	502
-19400	516
-19300	480
-19200	471
-19100	527
-19000	481
-18900	504
-18800	524
-18700	488
-18600	485
-18500	458
-18400	548
-18300	437
-18200	506
-18100	511
-18000	481
-17900	461
-17800	510
-17700	503
-17600	495
-17500	462
-17400	514
-17300	499
-17200	500
-17100	485
-17000	514
-16900	527
-16800	494
-16700	468
-16600	488
-16500	486
-16400	522
-16300	470
-16200	545
-16100	500
-16000	519
-15900	483
-15800	509
-15700	516
-15600	516
-15500	480
-15400	488
-15300	496
-15200	527
-15100	475
-15000	505
-14900	501
-14800	462
-14700	485
-14600	466
-14500	513
-14400	495
-14300	503
-14200	516
-14100	522
-14000	450
-13900	477
-13800	510
-13700	478
-13600	497
-13500	475
-13400	494
-13300	524
-13200	500
-13100	508
-13000	543
-12900	490
-12800	461
-12700	550
-12600	488
-12500	470
-12400	534
-12300	470
-12200	513
-12100	490
-12000	515
-11900	513
-11800	474
-11700	494
-11600	495
-11500	489
-11400	506
-11300	453
-11200	464
-11100	458
-11000	520
-10900	472
-10800	466
-10700	486
-10600	505
-10500	464
-10400	483
-10300	499
-10200	492
-10100	467
-10000	470
-9900	464
-9800	515
-9700	443
-9600	477
-9500	483
-9400	503
-9300	485
-9200	435
-9100	483
-9000	483
-8900	457
-8800	456
-8700	474
-8600	475
-8500	480
-8400	487
-8300	503
-8200	460
-8100	472
-8000	488
-7900	466
-7800	479
-7700	443
-7600	494
-7500	492
-7400	501
-7300	484
-7200	443
-7100	457
-7000	470
-6900	463
-6800	470
-6700	463
-6600	440
-6500	442
-6400	477
-6300	435
-6200	485
-6100	456
-6000	465
-5900	426
-5800	447
-5700	460
-5600	435
-5500	438
-5400	479
-5300	412
-5200	423
-5100	427
-5000	456
-4900	445
-4800	442
-4700	436
-4600	453
-4500	463
-4400	460
-4300	439
-4200	433
-4100	423
-4000	431
-3900	422
-3800	439
-3700	441
-3600	442
-3500	443
-3400	403
-3300	436
-3200	443
-3100	429
-3000	423
-2900	441
-2800	403
-2700	403
-2600	403
-2500	418
-2400	413
-2300	429
-2200	421
-2100	395
-2000	411
-1900	394
-1800	405
-1700	406
-1600	412
-1500	411
-1400	411
-1300	409
-1200	344
-1100	399
-1000	408
-900	372
-800	402
-700	394
-600	396
-500	411
-400	401
-300	357
-200	384
-100	356
0	385
100	406
200	371
300	379
400	394
500	343
600	381
700	347
800	361
900	352
1000	369
1100	372
1200	365
1300	344
1400	335
1500	366
1600	328
1700	347
1800	328
1900	382
2000	322
2100	298
2200	338
2300	333
2400	337
2500	298
2600	316
2700	346
2800	307
2900	305
3000	294
3100	299
3200	286
3300	286
3400	298
3500	289
3600	309
3700	272
3800	266
3900	268
4000	286
4100	263
4200	283
4300	268
4400	253
4500	271
4600	257
4700	259
4800	276
4900	247
5000	261
5100	219
5200	204
5300	223
5400	225
5500	208
5600	209
5700	230
5800	235
5900	208
6000	181
6100	189
6200	200
6300	201
6400	187
6500	206
6600	188
6700	165
6800	207
6900	163
7000	165
7100	174
7200	181
7300	157
7400	179
7500	179
7600	209
7700	171
7800	220
7900	186
8000	187
8100	187
8200	196
8300	220
8400	210
8500	187
8600	217
8700	205
8800	197
8900	222
9000	205
9100	209
9200	241
9300	239
9400	234
9500	225
9600	247
9700	244
9800	237
9900	271
10000	260
10100	261
10200	263
10300	296
10400	297
10500	258
10600	280
10700	306
10800	277
10900	283
11000	291
11100	303
11200	284
11300	291
11400	301
11500	269
11600	296
11700	328
11800	323
11900	299
12000	306
12100	295
12200	303
12300	313
12400	338
12500	330
12600	335
12700	334
12800	320
12900	358
13000	343
13100	341
13200	347
13300	360
13400	318
13500	337
13600	351
13700	375
13800	391
13900	363
14000	362
14100	366
14200	360
14300	352
14400	369
14500	388
14600	419
14700	383
14800	373
14900	396
15000	368
15100	375
15200	380
15300	371
15400	362
15500	390
15600	399
15700	376
15800	354
15900	399
16000	420
16100	409
16200	416
16300	392
16400	449
16500	393
16600	391
16700	459
16800	414
16900	424
17000	392
17100	457
17200	393
17300	445
17400	425
17500	424
17600	421
17700	458
17800	408
17900	372
18000	415
18100	397
18200	422
18300	443
18400	446
18500	443
18600	453
18700	433
18800	448
18900	418
19000	433
19100	435
19200	413
19300	465
19400	457
19500	434
19600	447
19700	465
19800	457
19900	423
20000	408
20100	465
20200	456
20300	441
20400	449
20500	519
20600	496
20700	484
20800	457
20900	440
21000	419
21100	471
21200	433
21300	458
21400	468
21500	466
21600	491
21700	455
21800	437
21900	466
22000	459
22100	471
22200	473
22300	466
22400	443
22500	454
22600	478
22700	446
22800	470
22900	466
23000	470
23100	468
23200	486
23300	502
23400	476
23500	495
23600	491
23700	482
23800	457
23900	475
24000	476
24100	487
24200	455
24300	441
24400	483
24500	456
24600	485
24700	488
24800	469
24900	441
25000	483
25100	459
25200	461
25300	478
25400	514
25500	494
25600	474
25700	494
25800	493
25900	496
26000	493
26100	477
26200	454
26300	510
26400	512
26500	465
26600	460
26700	474
26800	489
26900	483
27000	487
27100	460
27200	479
27300	496
27400	476
27500	480
27600	510
27700	529
27800	485
27900	489
28000	518
28100	451
28200	493
28300	511
28400	456
28500	498
28600	481
28700	497
28800	504
28900	522
29000	509
29100	509
29200	506
29300	527
29400	484
29500	496
29600	519
29700	535
29800	494
29900	490
30000	525
30100	502
30200	503
30300	473
30400	517
30500	480
30600	508
30700	529
30800	509
30900	498
31000	499
31100	485
31200	510
31300	479
31400	536
31500	475
31600	500
31700	529
31800	473
31900	480
32000	510
32100	499
32200	497
32300	539
32400	561
32500	494
32600	515
32700	475
32800	494
32900	505
33000	496
33100	508
33200	458
33300	500
33400	471
33500	509
33600	528
33700	459
33800	501
33900	503
34000	508
34100	520
34200	471
34300	496
34400	511
34500	482
34600	518
34700	518
34800	502
34900	441
35000	485
35100	500
35200	488
35300	498
35400	535
35500	482
35600	534
35700	490
35800	512
35900	489
36000	493
36100	490
36200	500
36300	497
36400	500
36500	541
36600	539
36700	498
36800	509
36900	509
37000	523
37100	458
37200	489
37300	496
37400	527
37500	491
37600	467
37700	489
37800	498
37900	490
38000	499
38100	505
38200	488
38300	506
38400	515
38500	474
38600	510
38700	514
38800	510
38900	522
39000	469
39100	457
39200	516
39300	503
39400	506
39500	533
39600	514
39700	524
39800	502
39900	505
40000	531
40100	500
40200	495
40300	479
40400	533
40500	521
40600	514
40700	507
40800	481
40900	459
41000	482
41100	478
41200	493
41300	493
41400	524
41500	491
41600	495
41700	522
41800	500
41900	490
42000	506
42100	514
42200	525
42300	508
42400	491
42500	521
42600	519
42700	499
42800	514
42900	510
43000	475
43100	462
43200	493
43300	514
43400	479
43500	540
43600	491
43700	492
43800	501
43900	434
44000	474
44100	516
44200	477
44300	489
44400	496
44500	515
44600	469
44700	506
44800	508
44900	515
45000	504
45100	514
45200	508
45300	496
45400	465
45500	477
45600	535
45700	488
45800	491
45900	511
46000	491
46100	518
46200	507
46300	523
46400	551
46500	498
46600	502
46700	484
46800	491
46900	450
47000	518
47100	512
47200	510
47300	499
47400	533
47500	506
47600	502
47700	467
47800	478
47900	553
48000	493
48100	446
48200	467
48300	503
48400	511
48500	491
48600	495
48700	490
48800	541
48900	503
49000	503
49100	472
49200	497
49300	519
49400	530
49500	518
49600	456
49700	502
49800	467
49900	467
50000	449
50100	500
50200	495
50300	490
50400	462
50500	491
50600	494
50700	486
50800	511
50900	494
51000	519
51100	456
51200	492
51300	477
51400	485
51500	495
51600	492
51700	536
51800	458
51900	458
52000	481
52100	504
52200	461
52300	476
52400	481
52500	483
52600	532
52700	489
52800	508
52900	512
53000	479
53100	459
53200	551
53300	486
53400	487
53500	478
53600	484
53700	460
53800	518
53900	482
54000	472
54100	472
54200	504
54300	452
54400	499
54500	491
54600	495
54700	471
54800	500
54900	514
55000	473
55100	492
55200	493
55300	471
55400	496
55500	459
55600	494
55700	510
55800	469
55900	503
56000	445
56100	508
56200	493
56300	455
56400	531
56500	526
56600	484
56700	497
56800	491
56900	506
57000	477
57100	496
57200	458
57300	477
57400	473
57500	487
57600	485
57700	469
57800	485
57900	463
58000	486
58100	503
58200	489
58300	478
58400	498
58500	456
58600	495
58700	479
58800	524
58900	438
59000	459
59100	487
59200	474
59300	519
59400	494
59500	483
59600	448
59700	505
59800	542
59900	463
60000	471
60100	496
60200	519
60300	476
60400	503
60500	520
60600	500
60700	478
60800	479
60900	501
61000	461
61100	486
61200	521
61300	471
61400	479
61500	471
61600	457
61700	470
61800	501
61900	467
62000	489
62100	479
62200	493
62300	471
62400	482
62500	462
62600	488
62700	490
62800	460
62900	466
63000	523
63100	480
63200	448
63300	537
63400	482
63500	501
63600	498
63700	500
63800	511
63900	476
64000	482
64100	460
64200	489
64300	465
64400	510
64500	492
64600	513
64700	499
64800	475
64900	475
65000	484
65100	449
65200	498
65300	429
65400	483
65500	478
65600	510
65700	478
65800	471
65900	450
66000	505
66100	478
66200	515
66300	493
66400	465
66500	529
66600	482
66700	464
66800	470
66900	482
67000	498
67100	489
67200	494
67300	436
67400	452
67500	474
67600	472
67700	499
67800	478
67900	505
68000	463
68100	504
68200	477
68300	476
68400	470
68500	447
68600	484
68700	482
68800	453
68900	494
69000	476
69100	477
69200	501
69300	439
69400	480
69500	511
69600	474
69700	467
69800	468
69900	474
70000	436
70100	439
70200	492
70300	507
70400	473
70500	477
70600	493
70700	429
70800	525
70900	478
71000	472
71100	475
71200	458
71300	516
71400	466
71500	461
71600	429
71700	478
71800	483
71900	481
72000	480
72100	511
72200	468
72300	508
72400	466
72500	469
72600	495
72700	463
72800	484
72900	498
73000	489
73100	465
73200	463
73300	460
73400	478
73500	448
73600	453
73700	456
73800	500
73900	459
74000	504
74100	506
74200	459
74300	459
74400	463
74500	466
74600	463
74700	465
74800	473
74900	497
75000	453
75100	468
75200	473
75300	495
75400	440
75500	450
75600	474
75700	478
75800	481
75900	440
76000	471
76100	524
76200	424
76300	493
76400	445
76500	512
76600	471
76700	473
76800	507
76900	518
77000	477
77100	454
77200	470
77300	456
77400	459
77500	407
77600	488
77700	438
77800	415
77900	506
78000	457
78100	432
78200	466
78300	426
78400	472
78500	471
78600	486
78700	464
78800	495
78900	488
79000	473
79100	442
79200	450
79300	469
79400	480
79500	470
79600	474
79700	476
79800	498
79900	467
80000	491
80100	478
80200	456
80300	495
80400	495
80500	441
80600	437
80700	490
80800	493
80900	450
81000	506
81100	461
81200	458
81300	459
81400	484
81500	428
81600	483
81700	463
81800	442
81900	472
82000	475
82100	454
82200	471
82300	478
82400	472
82500	475
82600	477
82700	486
82800	489
82900	449
83000	426
83100	440
83200	516
83300	455
83400	514
83500	458
83600	478
83700	453
83800	455
83900	447
84000	457
84100	459
84200	492
84300	437
84400	494
84500	495
84600	464
84700	477
84800	436
84900	454
85000	460
85100	471
85200	452
85300	482
85400	484
85500	476
85600	477
85700	399
85800	499
85900	460
86000	464
86100	490
86200	435
86300	458
86400	457
86500	451
86600	446
86700	463
86800	428
86900	484
87000	470
87100	468
87200	442
87300	463
87400	427
87500	408
87600	438
87700	418
87800	475
87900	456
88000	433
88100	463
88200	460
88300	493
88400	455
88500	494
88600	455
88700	458
88800	482
88900	438
89000	459
89100	490
89200	467
89300	472
89400	457
89500	467
89600	509
89700	443
89800	467
89900	426
90000	438
90100	447
90200	504
90300	464
90400	456
90500	467
90600	469
90700	488
90800	417
90900	458
91000	450
91100	462
91200	426
91300	436
91400	420
91500	485
91600	452
91700	454
91800	439
91900	436
92000	472
92100	453
92200	451
92300	384
92400	466
92500	498
92600	478
92700	445
92800	438
92900	460
93000	430
93100	450
93200	427
93300	507
93400	426
93500	495
93600	497
93700	471
93800	480
93900	449
94000	440
94100	454
94200	436
94300	454
94400	457
94500	427
94600	466
94700	506
94800	476
94900	462
95000	448
95100	449
95200	437
95300	474
95400	441
95500	477
95600	496
95700	483
95800	467
95900	431
96000	426
96100	470
96200	431
96300	441
96400	441
96500	433
96600	430
96700	422
96800	423
96900	455
97000	451
97100	470
97200	470
97300	475
97400	429
97500	456
97600	477
97700	452
97800	479
97900	477
98000	430
98100	485
98200	499
98300	472
98400	477
98500	414
98600	464
98700	429
98800	453
98900	454
99000	461
99100	437
99200	447
99300	481
99400	482
