"Time differences (ps)"	"Counts per bin"
-102000	241
-101900	233
-101800	233
-101700	242
-101600	208
-101500	242
-101400	234
-101300	214
-101200	237
-101100	229
-101000	218
-100900	250
-100800	217
-100700	239
-100600	224
-100500	226
-100400	225
-100300	214
-100200	220
-100100	225
-100000	235
-99900	232
-99800	215
-99700	217
-99600	222
-99500	218
-99400	210
-99300	235
-99200	240
-99100	243
-99000	200
-98900	225
-98800	235
-98700	190
-98600	224
-98500	260
-98400	229
-98300	212
-98200	232
-98100	262
-98000	243
-97900	228
-97800	251
-97700	246
-97600	234
-97500	236
-97400	229
-97300	255
-97200	225
-97100	235
-97000	226
-96900	251
-96800	229
-96700	236
-96600	213
-96500	192
-96400	221
-96300	227
-96200	219
-96100	229
-96000	224
-95900	229
-95800	210
-95700	229
-95600	254
-95500	256
-95400	253
-95300	216
-95200	224
-95100	206
-95000	250
-94900	236
-94800	221
-94700	230
-94600	241
-94500	235
-94400	231
-94300	222
-94200	222
-94100	250
-94000	227
-93900	209
-93800	254
-93700	219
-93600	235
-93500	208
-93400	232
-93300	230
-93200	239
-93100	242
-93000	231
-92900	233
-92800	259
-92700	238
-92600	223
-92500	232
-92400	252
-92300	226
-92200	241
-92100	232
-92000	242
-91900	224
-91800	227
-91700	241
-91600	242
-91500	249
-91400	216
-91300	229
-91200	203
-91100	248
-91000	232
-90900	245
-90800	231
-90700	235
-90600	231
-90500	241
-90400	230
-90300	229
-90200	237
-90100	256
-90000	223
-89900	240
-89800	245
-89700	247
-89600	243
-89500	228
-89400	245
-89300	251
-89200	217
-89100	277
-89000	252
-88900	205
-88800	247
-88700	240
-88600	237
-88500	239
-88400	220
-88300	241
-88200	231
-88100	246
-88000	256
-87900	267
-87800	236
-87700	244
-87600	234
-87500	226
-87400	247
-87300	257
-87200	234
-87100	246
-87000	229
-86900	230
-86800	220
-86700	200
-86600	232
-86500	226
-86400	251
-86300	245
-86200	245
-86100	223
-86000	208
-85900	250
-85800	226
-85700	233
-85600	234
-85500	229
-85400	208
-85300	225
-85200	190
-85100	233
-85000	242
-84900	245
-84800	226
-84700	219
-84600	224
-84500	227
-84400	232
-84300	243
-84200	256
-84100	244
-84000	218
-83900	250
-83800	239
-83700	236
-83600	219
-83500	224
-83400	255
-83300	229
-83200	237
-83100	229
-83000	258
-82900	227
-82800	220
-82700	232
-82600	237
-82500	211
-82400	233
-82300	216
-82200	210
-82100	238
-82000	223
-81900	262
-81800	237
-81700	247
-81600	248
-81500	257
-81400	257
-81300	269
-81200	234
-81100	249
-81000	235
-80900	221
-80800	221
-80700	244
-80600	235
-80500	233
-80400	246
-80300	262
-80200	225
-80100	258
-80000	244
-79900	229
-79800	264
-79700	252
-79600	227
-79500	267
-79400	224
-79300	241
-79200	220
-79100	260
-79000	255
-78900	249
-78800	260
-78700	256
-78600	243
-78500	224
-78400	253
-78300	242
-78200	239
-78100	212
-78000	238
-77900	230
-77800	261
-77700	249
-77600	262
-77500	275
-77400	228
-77300	217
-77200	261
-77100	243
-77000	231
-76900	244
-76800	240
-76700	245
-76600	246
-76500	236
-76400	264
-76300	244
-76200	263
-76100	235
-76000	253
-75900	209
-75800	254
-75700	245
-75600	242
-75500	234
-75400	252
-75300	243
-75200	259
-75100	276
-75000	260
-74900	243
-74800	233
-74700	262
-74600	219
-74500	225
-74400	240
-74300	249
-74200	222
-74100	248
-74000	220
-73900	249
-73800	236
-73700	259
-73600	250
-73500	255
-73400	227
-73300	231
-73200	237
-73100	266
-73000	240
-72900	251
-72800	223
-72700	306
-72600	263
-72500	244
-72400	246
-72300	228
-72200	241
-72100	233
-72000	259
-71900	256
-71800	251
-71700	230
-71600	248
-71500	248
-71400	249
-71300	254
-71200	267
-71100	261
-71000	281
-70900	213
-70800	240
-70700	246
-70600	259
-70500	223
-70400	256
-70300	212
-70200	244
-70100	251
-70000	266
-69900	225
-69800	223
-69700	245
-69600	248
-69500	240
-69400	244
-69300	230
-69200	249
-69100	234
-69000	260
-68900	247
-68800	251
-68700	251
-68600	234
-68500	244
-68400	227
-68300	223
-68200	253
-68100	256
-68000	225
-67900	262
-67800	226
-67700	231
-67600	241
-67500	241
-67400	231
-67300	267
-67200	255
-67100	256
-67000	238
-66900	252
-66800	241
-66700	243
-66600	249
-66500	208
-66400	266
-66300	248
-66200	254
-66100	234
-66000	235
-65900	225
-65800	240
-65700	240
-65600	234
-65500	247
-65400	235
-65300	247
-65200	239
-65100	273
-65000	244
-64900	257
-64800	258
-64700	253
-64600	231
-64500	241
-64400	221
-64300	238
-64200	250
-64100	247
-64000	246
-63900	261
-63800	245
-63700	261
-63600	262
-63500	217
-63400	238
-63300	235
-63200	256
-63100	218
-63000	243
-62900	258
-62800	251
-62700	289
-62600	254
-62500	240
-62400	242
-62300	221
-62200	243
-62100	274
-62000	228
-61900	262
-61800	247
-61700	260
-61600	250
-61500	253
-61400	247
-61300	253
-61200	233
-61100	262
-61000	229
-60900	282
-60800	242
-60700	254
-60600	277
-60500	233
-60400	273
-60300	267
-60200	271
-60100	225
-60000	245
-59900	244
-59800	275
-59700	261
-59600	245
-59500	274
-59400	266
-59300	258
-59200	269
-59100	311
-59000	245
-58900	257
-58800	237
-58700	256
-58600	267
-58500	242
-58400	251
-58300	269
-58200	237
-58100	243
-58000	253
-57900	232
-57800	241
-57700	242
-57600	265
-57500	264
-57400	257
-57300	226
-57200	268
-57100	250
-57000	251
-56900	231
-56800	232
-56700	274
-56600	241
-56500	264
-56400	246
-56300	235
-56200	247
-56100	245
-56000	247
-55900	263
-55800	251
-55700	278
-55600	255
-55500	286
-55400	220
-55300	274
-55200	249
-55100	241
-55000	259
-54900	264
-54800	240
-54700	257
-54600	237
-54500	290
-54400	249
-54300	243
-54200	277
-54100	248
-54000	252
-53900	261
-53800	236
-53700	295
-53600	251
-53500	243
-53400	271
-53300	253
-53200	235
-53100	268
-53000	239
-52900	267
-52800	266
-52700	267
-52600	256
-52500	266
-52400	276
-52300	236
-52200	248
-52100	251
-52000	235
-51900	263
-51800	263
-51700	242
-51600	258
-51500	257
-51400	230
-51300	251
-51200	264
-51100	242
-51000	261
-50900	249
-50800	272
-50700	286
-50600	255
-50500	247
-50400	254
-50300	232
-50200	241
-50100	227
-50000	258
-49900	281
-49800	277
-49700	235
-49600	262
-49500	270
-49400	281
-49300	246
-49200	241
-49100	278
-49000	281
-48900	248
-48800	227
-48700	267
-48600	226
-48500	263
-48400	265
-48300	283
-48200	272
-48100	270
-48000	250
-47900	247
-47800	247
-47700	221
-47600	254
-47500	226
-47400	250
-47300	288
-47200	272
-47100	255
-47000	257
-46900	242
-46800	289
-46700	273
-46600	267
-46500	252
-46400	244
-46300	269
-46200	249
-46100	258
-46000	258
-45900	275
-45800	290
-45700	246
-45600	283
-45500	260
-45400	275
-45300	281
-45200	254
-45100	274
-45000	245
-44900	263
-44800	263
-44700	221
-44600	260
-44500	263
-44400	260
-44300	289
-44200	264
-44100	281
-44000	287
-43900	265
-43800	287
-43700	288
-43600	236
-43500	281
-43400	250
-43300	251
-43200	248
-43100	250
-43000	264
-42900	248
-42800	272
-42700	242
-42600	261
-42500	267
-42400	237
-42300	280
-42200	281
-42100	244
-42000	273
-41900	265
-41800	270
-41700	296
-41600	245
-41500	256
-41400	267
-41300	248
-41200	265
-41100	262
-41000	231
-40900	258
-40800	283
-40700	260
-40600	284
-40500	281
-40400	240
-40300	254
-40200	268
-40100	234
-40000	269
-39900	239
-39800	266
-39700	293
-39600	301
-39500	284
-39400	274
-39300	262
-39200	265
-39100	247
-39000	268
-38900	283
-38800	282
-38700	255
-38600	286
-38500	260
-38400	268
-38300	270
-38200	279
-38100	271
-38000	272
-37900	251
-37800	264
-37700	259
-37600	273
-37500	262
-37400	280
-37300	278
-37200	299
-37100	291
-37000	266
-36900	274
-36800	255
-36700	263
-36600	282
-36500	264
-36400	257
-36300	287
-36200	240
-36100	279
-36000	268
-35900	267
-35800	269
-35700	265
-35600	275
-35500	254
-35400	301
-35300	281
-35200	306
-35100	254
-35000	255
-34900	227
-34800	254
-34700	257
-34600	241
-34500	262
-34400	253
-34300	277
-34200	274
-34100	294
-34000	256
-33900	288
-33800	253
-33700	273
-33600	262
-33500	285
-33400	291
-33300	326
-33200	271
-33100	248
-33000	257
-32900	264
-32800	262
-32700	298
-32600	298
-32500	265
-32400	301
-32300	272
-32200	283
-32100	259
-32000	255
-31900	289
-31800	287
-31700	248
-31600	283
-31500	259
-31400	274
-31300	267
-31200	266
-31100	275
-31000	280
-30900	272
-30800	272
-30700	234
-30600	276
-30500	274
-30400	268
-30300	280
-30200	274
-30100	273
-30000	283
-29900	290
-29800	284
-29700	271
-29600	277
-29500	259
-29400	275
-29300	261
-29200	284
-29100	270
-29000	273
-28900	305
-28800	260
-28700	280
-28600	263
-28500	266
-28400	276
-28300	285
-28200	299
-28100	270
-28000	277
-27900	286
-27800	282
-27700	295
-27600	285
-27500	281
-27400	267
-27300	283
-27200	276
-27100	280
-27000	297
-26900	294
-26800	279
-26700	266
-26600	277
-26500	269
-26400	270
-26300	282
-26200	238
-26100	289
-26000	259
-25900	275
-25800	285
-25700	256
-25600	269
-25500	277
-25400	277
-25300	256
-25200	280
-25100	273
-25000	270
-24900	261
-24800	309
-24700	272
-24600	283
-24500	262
-24400	320
-24300	340
-24200	263
-24100	281
-24000	270
-23900	271
-23800	287
-23700	286
-23600	294
-23500	289
-23400	258
-23300	282
-23200	277
-23100	281
-23000	243
-22900	288
-22800	287
-22700	286
-22600	251
-22500	305
-22400	279
-22300	304
-22200	301
-22100	296
-22000	264
-21900	291
-21800	276
-21700	253
-21600	273
-21500	295
-21400	283
-21300	319
-21200	297
-21100	301
-21000	272
-20900	294
-20800	266
-20700	289
-20600	306
-20500	262
-20400	283
-20300	265
-20200	301
-20100	258
-20000	249
-19900	288
-19800	279
-19700	272
-19600	259
-19500	295
-19400	260
-19300	261
-19200	257
-19100	279
-19000	260
-18900	327
-18800	309
-18700	260
-18600	295
-18500	296
-18400	254
-18300	267
-18200	282
-18100	257
-18000	301
-17900	309
-17800	276
-17700	316
-17600	288
-17500	274
-17400	304
-17300	300
-17200	313
-17100	303
-17000	265
-16900	279
-16800	297
-16700	284
-16600	279
-16500	291
-16400	274
-16300	274
-16200	272
-16100	280
-16000	259
-15900	302
-15800	301
-15700	293
-15600	264
-15500	291
-15400	284
-15300	283
-15200	287
-15100	295
-15000	274
-14900	291
-14800	282
-14700	301
-14600	309
-14500	281
-14400	260
-14300	316
-14200	299
-14100	277
-14000	288
-13900	316
-13800	306
-13700	272
-13600	286
-13500	292
-13400	280
-13300	292
-13200	294
-13100	265
-13000	284
-12900	291
-12800	288
-12700	280
-12600	289
-12500	289
-12400	295
-12300	317
-12200	268
-12100	299
-12000	297
-11900	283
-11800	306
-11700	295
-11600	293
-11500	315
-11400	301
-11300	307
-11200	273
-11100	277
-11000	279
-10900	292
-10800	296
-10700	289
-10600	289
-10500	278
-10400	283
-10300	307
-10200	284
-10100	305
-10000	287
-9900	282
-9800	298
-9700	310
-9600	300
-9500	262
-9400	288
-9300	283
-9200	291
-9100	292
-9000	261
-8900	291
-8800	283
-8700	277
-8600	272
-8500	280
-8400	288
-8300	287
-8200	260
-8100	287
-8000	272
-7900	262
-7800	298
-7700	299
-7600	253
-7500	272
-7400	279
-7300	293
-7200	293
-7100	269
-7000	302
-6900	285
-6800	285
-6700	283
-6600	286
-6500	293
-6400	283
-6300	281
-6200	265
-6100	286
-6000	289
-5900	284
-5800	262
-5700	261
-5600	303
-5500	249
-5400	301
-5300	258
-5200	276
-5100	257
-5000	284
-4900	300
-4800	281
-4700	288
-4600	278
-4500	269
-4400	289
-4300	268
-4200	235
-4100	290
-4000	299
-3900	267
-3800	252
-3700	288
-3600	250
-3500	267
-3400	263
-3300	253
-3200	271
-3100	245
-3000	259
-2900	240
-2800	266
-2700	241
-2600	271
-2500	245
-2400	250
-2300	262
-2200	284
-2100	271
-2000	262
-1900	282
-1800	266
-1700	269
-1600	258
-1500	254
-1400	240
-1300	261
-1200	265
-1100	256
-1000	266
-900	242
-800	279
-700	256
-600	271
-500	278
-400	262
-300	258
-200	225
-100	237
0	237
100	237
200	250
300	233
400	263
500	266
600	230
700	251
800	242
900	224
1000	254
1100	231
1200	222
1300	245
1400	200
1500	208
1600	213
1700	234
1800	206
1900	204
2000	215
2100	223
2200	202
2300	166
2400	194
2500	248
2600	227
2700	183
2800	201
2900	186
3000	212
3100	211
3200	193
3300	192
3400	213
3500	198
3600	213
3700	168
3800	195
3900	195
4000	196
4100	182
4200	182
4300	183
4400	157
4500	199
4600	172
4700	175
4800	187
4900	160
5000	165
5100	180
5200	160
5300	133
5400	147
5500	166
5600	155
5700	141
5800	154
5900	152
6000	130
6100	154
6200	151
6300	119
6400	145
6500	143
6600	124
6700	129
6800	126
6900	131
7000	130
7100	142
7200	114
7300	110
7400	112
7500	128
7600	133
7700	142
7800	120
7900	111
8000	120
8100	125
8200	127
8300	157
8400	128
8500	139
8600	149
8700	141
8800	150
8900	142
9000	152
9100	124
9200	153
9300	145
9400	159
9500	170
9600	159
9700	170
9800	187
9900	177
10000	145
10100	168
10200	168
10300	189
10400	197
10500	190
10600	202
10700	191
10800	177
10900	181
11000	166
11100	235
11200	188
11300	206
11400	194
11500	223
11600	204
11700	186
11800	208
11900	205
12000	213
12100	204
12200	208
12300	239
12400	211
12500	216
12600	210
12700	239
12800	230
12900	221
13000	242
13100	236
13200	208
13300	239
13400	222
13500	233
13600	216
13700	234
13800	254
13900	274
14000	234
14100	254
14200	240
14300	241
14400	225
14500	248
14600	264
14700	217
14800	279
14900	270
15000	216
15100	226
15200	235
15300	260
15400	253
15500	261
15600	237
15700	276
15800	257
15900	267
16000	263
16100	245
16200	234
16300	282
16400	242
16500	259
16600	239
16700	271
16800	242
16900	250
17000	251
17100	267
17200	272
17300	232
17400	251
17500	231
17600	254
17700	244
17800	265
17900	234
18000	295
18100	255
18200	286
18300	277
18400	262
18500	259
18600	254
18700	258
18800	278
18900	291
19000	269
19100	296
19200	291
19300	277
19400	260
19500	245
19600	264
19700	277
19800	271
19900	262
20000	298
20100	276
20200	263
20300	246
20400	269
20500	266
20600	260
20700	281
20800	273
20900	307
21000	288
21100	281
21200	279
21300	260
21400	284
21500	298
21600	268
21700	286
21800	288
21900	313
22000	279
22100	303
22200	283
22300	295
22400	291
22500	286
22600	275
22700	290
22800	290
22900	272
23000	290
23100	281
23200	294
23300	278
23400	267
23500	265
23600	291
23700	274
23800	275
23900	270
24000	318
24100	308
24200	297
24300	285
24400	329
24500	273
24600	295
24700	289
24800	288
24900	298
25000	285
25100	292
25200	287
25300	311
25400	298
25500	282
25600	262
25700	265
25800	278
25900	288
26000	269
26100	285
26200	274
26300	283
26400	266
26500	278
26600	308
26700	288
26800	288
26900	288
27000	280
27100	264
27200	283
27300	271
27400	294
27500	281
27600	268
27700	311
27800	297
27900	285
28000	285
28100	271
28200	291
28300	299
28400	309
28500	288
28600	296
28700	271
28800	317
28900	265
29000	282
29100	268
29200	294
29300	278
29400	283
29500	297
29600	316
29700	272
29800	260
29900	280
30000	272
30100	280
30200	288
30300	287
30400	316
30500	283
30600	287
30700	300
30800	326
30900	275
31000	282
31100	294
31200	317
31300	277
31400	272
31500	297
31600	293
31700	281
31800	296
31900	264
32000	288
32100	286
32200	308
32300	306
32400	260
32500	284
32600	280
32700	304
32800	295
32900	296
33000	293
33100	277
33200	308
33300	267
33400	289
33500	293
33600	274
33700	269
33800	262
33900	264
34000	300
34100	272
34200	289
34300	304
34400	270
34500	323
34600	302
34700	330
34800	290
34900	269
35000	278
35100	270
35200	271
35300	300
35400	291
35500	268
35600	290
35700	284
35800	280
35900	282
36000	290
36100	262
36200	284
36300	295
36400	284
36500	278
36600	278
36700	235
36800	291
36900	351
37000	303
37100	303
37200	291
37300	285
37400	295
37500	300
37600	277
37700	264
37800	298
37900	297
38000	245
38100	272
38200	291
38300	264
38400	297
38500	280
38600	281
38700	260
38800	285
38900	299
39000	248
39100	283
39200	272
39300	282
39400	268
39500	272
39600	304
39700	264
39800	277
39900	278
40000	278
40100	281
40200	277
40300	303
40400	298
40500	293
40600	265
40700	269
40800	297
40900	293
41000	294
41100	262
41200	270
41300	293
41400	259
41500	299
41600	285
41700	275
41800	321
41900	325
42000	300
42100	284
42200	280
42300	267
42400	274
42500	283
42600	295
42700	291
42800	266
42900	293
43000	269
43100	273
43200	291
43300	302
43400	258
43500	257
43600	272
43700	275
43800	276
43900	285
44000	295
44100	287
44200	302
44300	257
44400	280
44500	284
44600	275
44700	267
44800	271
44900	269
45000	272
45100	284
45200	290
45300	297
45400	275
45500	266
45600	258
45700	261
45800	315
45900	299
46000	296
46100	297
46200	252
46300	267
46400	287
46500	272
46600	295
46700	254
46800	286
46900	241
47000	260
47100	241
47200	283
47300	281
47400	302
47500	282
47600	305
47700	282
47800	265
47900	275
48000	266
48100	271
48200	270
48300	281
48400	293
48500	283
48600	290
48700	273
48800	278
48900	288
49000	270
49100	273
49200	280
49300	268
49400	266
49500	254
49600	261
49700	300
49800	293
49900	242
50000	280
50100	271
50200	264
50300	277
50400	238
50500	261
50600	288
50700	287
50800	261
50900	241
51000	271
51100	263
51200	294
51300	236
51400	265
51500	267
51600	226
51700	279
51800	253
51900	266
52000	299
52100	254
52200	253
52300	292
52400	232
52500	271
52600	292
52700	282
52800	249
52900	270
53000	250
53100	272
53200	265
53300	277
53400	268
53500	262
53600	284
53700	259
53800	258
53900	237
54000	271
54100	250
54200	278
54300	267
54400	262
54500	262
54600	275
54700	281
54800	269
54900	289
55000	303
55100	265
55200	290
55300	287
55400	280
55500	289
55600	233
55700	265
55800	257
55900	268
56000	265
56100	272
56200	254
56300	295
56400	278
56500	259
56600	265
56700	253
56800	276
56900	248
57000	255
57100	285
57200	263
57300	268
57400	255
57500	273
57600	266
57700	284
57800	255
57900	267
58000	281
58100	250
58200	247
58300	274
58400	248
58500	274
58600	272
58700	244
58800	246
58900	271
59000	300
59100	276
59200	256
59300	238
59400	252
59500	268
59600	242
59700	246
59800	278
59900	263
60000	251
60100	266
60200	257
60300	248
60400	266
60500	234
60600	236
60700	258
60800	253
60900	253
61000	264
61100	269
61200	240
61300	267
61400	249
61500	258
61600	276
61700	277
61800	284
61900	272
62000	258
62100	279
62200	260
62300	244
62400	272
62500	283
62600	269
62700	262
62800	263
62900	305
63000	272
63100	248
63200	293
63300	287
63400	234
63500	245
63600	248
63700	254
63800	274
63900	266
64000	285
64100	236
64200	238
64300	240
64400	224
64500	228
64600	277
64700	251
64800	271
64900	283
65000	270
65100	279
65200	255
65300	238
65400	312
65500	245
65600	232
65700	272
65800	271
65900	252
66000	262
66100	248
66200	224
66300	263
66400	260
66500	256
66600	254
66700	230
66800	287
66900	261
67000	263
67100	252
67200	246
67300	248
67400	250
67500	260
67600	265
67700	237
67800	274
67900	208
68000	251
68100	262
68200	255
68300	275
68400	255
68500	261
68600	254
68700	278
68800	279
68900	276
69000	245
69100	242
69200	230
69300	244
69400	235
69500	288
69600	238
69700	264
69800	246
69900	255
70000	269
70100	256
70200	265
70300	230
70400	252
70500	255
70600	262
70700	256
70800	247
70900	261
71000	264
71100	269
71200	267
71300	259
71400	271
71500	256
71600	275
71700	247
71800	263
71900	252
72000	255
72100	255
72200	253
72300	271
72400	261
72500	242
72600	275
72700	251
72800	270
72900	269
73000	232
73100	229
73200	279
73300	212
73400	253
73500	262
73600	265
73700	238
73800	245
73900	255
74000	279
74100	268
74200	252
74300	254
74400	261
74500	236
74600	229
74700	259
74800	234
74900	242
75000	245
75100	267
75200	271
75300	276
75400	246
75500	244
75600	254
75700	256
75800	230
75900	232
76000	255
76100	256
76200	231
76300	260
76400	240
76500	260
76600	276
76700	258
76800	219
76900	244
77000	258
77100	239
77200	252
77300	251
77400	243
77500	251
77600	250
77700	249
77800	248
77900	250
78000	251
78100	278
78200	267
78300	269
78400	236
78500	266
78600	233
78700	228
78800	266
78900	255
79000	254
79100	248
79200	283
79300	230
79400	263
79500	231
79600	259
79700	242
79800	262
79900	221
80000	227
80100	232
80200	252
80300	274
80400	256
80500	239
80600	220
80700	251
80800	258
80900	257
81000	262
81100	270
81200	236
81300	248
81400	241
81500	240
81600	265
81700	279
81800	233
81900	260
82000	258
82100	239
82200	248
82300	198
82400	240
82500	266
82600	237
82700	259
82800	241
82900	229
83000	261
83100	247
83200	247
83300	255
83400	243
83500	259
83600	244
83700	244
83800	255
83900	233
84000	233
84100	240
84200	268
84300	230
84400	262
84500	248
84600	247
84700	223
84800	254
84900	243
85000	243
85100	228
85200	243
85300	238
85400	262
85500	235
85600	250
85700	227
85800	248
85900	276
86000	243
86100	261
86200	246
86300	252
86400	241
86500	220
86600	249
86700	250
86800	225
86900	267
87000	208
87100	244
87200	271
87300	244
87400	225
87500	251
87600	257
87700	212
87800	234
87900	244
88000	259
88100	227
88200	257
88300	239
88400	244
88500	227
88600	256
88700	227
88800	229
88900	259
89000	266
89100	252
89200	230
89300	249
89400	260
89500	238
89600	248
89700	242
89800	255
89900	207
90000	230
90100	230
90200	236
90300	241
90400	242
90500	258
90600	257
90700	241
90800	269
90900	233
91000	247
91100	246
91200	234
91300	265
91400	226
91500	231
91600	239
91700	254
91800	241
91900	245
92000	259
92100	242
92200	225
92300	244
92400	238
92500	215
92600	268
92700	265
92800	270
92900	256
93000	239
93100	244
93200	259
93300	226
93400	232
93500	225
93600	272
93700	258
93800	227
93900	217
94000	240
94100	227
94200	228
94300	229
94400	253
94500	233
94600	232
94700	248
94800	243
94900	252
95000	233
95100	234
95200	233
95300	255
95400	250
95500	239
95600	239
95700	243
95800	237
95900	237
96000	228
96100	235
96200	220
96300	237
96400	263
96500	244
96600	246
96700	256
96800	247
96900	249
97000	259
97100	253
97200	258
97300	229
97400	231
97500	237
97600	238
97700	213
97800	240
97900	233
98000	237
98100	242
98200	248
98300	260
98400	225
98500	219
98600	241
98700	231
98800	231
98900	242
99000	245
99100	238
99200	226
99300	236
99400	240
